movieId,imdbId
1341,0074258
1344,0055824
1345,0074285
1347,0087800
1348,0013442
1350,0075005
1354,0115751
1355,0119791
1356,0117731
1358,0117666
1360,0084116
1363,0117372
1366,0115988
1367,0115433
1368,0042354
1370,0099423
1371,0079945
1372,0102975
1373,0098382
1374,0084726
1375,0088170
1376,0092007
1378,0096487
1379,0100994
1381,0084021
1382,0100114
1385,0105690
1386,0052287
1387,0073195
1388,0077766
1391,0116996
1392,0115906
1393,0116695
1394,0093822
1396,0105435
1399,0116999
1401,0116410
1404,0119783
1405,0115641
1406,0112769
1407,0117571
1408,0104691
1409,0117038
1412,0117690
1413,0118163
1414,0117091
1416,0116250
1419,0067959
1424,0116640
1425,0119115
1426,0120550
1427,0120390
1428,0112362
1429,0116704
1430,0120414
1432,0119664
1433,0110425
1434,0123281
1436,0080714
1438,0118928
1443,0117907
1445,0119640
1446,0116790
1448,0116310
1449,0118111
1453,0118691
1455,0116565
1459,0118548
1460,0120317
1461,0120434
1463,0120318
1464,0116922
1465,0120036
1467,0117544
1468,0118750
1471,0118762
1472,0118859
1473,0118702
1476,0119951
1480,0120152
1483,0115964
1484,0116041
1485,0119528
1488,0118972
1489,0118829
1490,0118663
1495,0120389
1496,0118623
1497,0119013
1500,0119229
1501,0116762
1503,0118541
1507,0119859
1508,0120366
1509,0118586
1510,0118783
1511,0117050
1513,0120032
1515,0120461
1517,0118655
1518,0118771
1523,0120383
1524,0105660
1526,0119109
1527,0119116
1529,0119809
1531,0116920
1532,0120190
1533,0117398
1534,0058985
1535,0119578
1537,0117615
1538,0120087
1544,0119567
1545,0117359
1547,0120118
1548,0118117
1550,0120373
1551,0118787
1552,0118880
1553,0116834
1554,0114134
1555,0112951
1556,0120179
1558,0117775
1562,0118688
1563,0119019
1564,0120034
1565,0116502
1567,0119502
1568,0116949
1570,0105569
1571,0115856
1574,0119098
1578,0113425
1579,0116334
1580,0119654
1581,0119848
1582,0120512
1584,0118884
1585,0116930
1586,0119173
1587,0082198
1588,0119190
1591,0120177
1592,0118570
1593,0119896
1595,0119152
1598,0118966
1601,0119311
1603,0119675
1604,0119695
1605,0119086
1606,0119484
1608,0118571
1609,0118531
1611,0102494
1613,0120197
1614,0119360
1615,0119051
1617,0119488
1619,0120102
1620,0119468
1623,0120524
1624,0120323
1625,0119174
1626,0119123
1627,0120399
1628,0119557
1629,0119632
1631,0118647
1632,0120151
1633,0120402
1635,0119349
1640,0119326
1642,0116631
1643,0119280
1644,0119345
1645,0118971
1646,0120029
1647,0119906
1649,0119107
1650,0120481
1652,0120539
1653,0119177
1656,0120257
1658,0119535
1659,0119338
1662,0118900
1663,0083131
1665,0118689
1666,0119327
1667,0119592
1669,0120275
1671,0119527
1672,0119978
1674,0090329
1675,0119365
1676,0120201
1677,0118901
1678,0107282
1680,0120148
1681,0119707
1682,0120382
1684,0119723
1685,0116592
1686,0119994
1687,0119395
1688,0118617
1689,0120483
1690,0118583
1694,0118632
1696,0118698
1698,0118764
1699,0118804
1701,0118954
1703,0119142
1707,0119303
1709,0130073
1711,0119668
1713,0119715
1714,0117167
1715,0119819
1716,0119845
1717,0120082
1719,0120255
1721,0120338
1722,0120347
1723,0117994
1724,0118230
1725,0119052
1726,0119925
1727,0119314
1728,0120521
1729,0119396
1731,0119718
1732,0118715
1733,0118566
1734,0119590
1735,0119223
1739,0118539
1742,0119988
1746,0120820
1748,0118929
1749,0116845
1750,0120478
1755,0120122
1759,0119815
1760,0120185
1764,0128690
1765,0119521
1769,0120008
1770,0120594
1771,0119784
1772,0118747
1773,0114690
1777,0120888
1779,0120184
1780,0118662
1781,0116379
1783,0120782
1784,0119822
1785,0099939
1788,0119656
1789,0114322
1791,0119594
1792,0120873
1794,0119574
1796,0140282
1799,0120241
1801,0120744
1804,0120769
1805,0120890
1806,0125454
1807,0120642
1809,0119250
1810,0119942
1811,0119780
1812,0120510
1816,0124179
1817,0119560
1820,0120108
1824,0119305
1825,0119905
1826,0120598
1827,0124295
1830,0119139
1831,0120738
1833,0120749
1836,0120728
1837,0120773
1840,0124718
1841,0119196
1842,0118229
1843,0120213
1845,0120906
1849,0119947
1850,0130019
1852,0118727
1853,0118577
1854,0120723
1857,0119987
1858,0117786
1861,0118785
1862,0120841
1863,0120742
1864,0120838
1867,0120856
1869,0120610
1870,0118925
1871,0119952
1872,0113184
1874,0120211
1875,0118866
1876,0120647
1877,0145048
1878,0120531
1879,0125128
1881,0120800
1882,0120685
1884,0120669
1887,0119053
1888,0119313
1889,0119375
1891,0120401
1892,0120787
1893,0116692
1894,0120828
1895,0127723
1897,0139362
1898,0119494
1899,0125980
1900,0118849
1903,0126938
1904,0122529
1905,0143614
1907,0120762
1908,0140508
1909,0120902
1910,0126344
1911,0118998
1912,0120780
1914,0120321
1915,0120443
1917,0120591
1918,0122151
1919,0123987
1920,0122718
1921,0138704
1922,0140688
1924,0052077
1925,0018578
1926,0019729
1927,0020629
1929,0022958
1931,0026752
1932,0027698
1933,0029146
1934,0030993
1935,0033729
1936,0035093
1938,0037884
1939,0036868
1940,0039416
1941,0040416
1942,0041113
1943,0044672
1945,0047296
1948,0057590
1949,0060665
1950,0061811
1951,0063385
1952,0064665
1953,0067116
1955,0079417
1956,0081283
1957,0082158
1958,0086425
1959,0089755
1960,0093389
1961,0095953
1962,0097239
1963,0065063
1964,0067309
1965,0087995
1968,0088847
1969,0089686
1971,0095742
1972,0097981
1974,0080761
1975,0082418
1976,0083972
1978,0089173
1980,0095179
1982,0077651
1983,0082495
1984,0085636
1985,0095271
1986,0097474
1987,0081383
1988,0093176
1989,0098136
1990,0105179
1991,0094862
1992,0099253
1993,0103956
1994,0084516
1995,0091778
1998,0076009
1999,0099528
2001,0097733
2002,0104714
2004,0099700
2005,0089218
2007,0119910
2008,0117898
2009,0070723
2010,0017136
2011,0096874
2013,0069113
2015,0054594
2016,0078790
2021,0087182
2022,0095497
2023,0099674
2024,0102757
2025,0119558
2026,0134619
2028,0120815
2029,0137386
2031,0066728
2032,0066811
2033,0088814
2034,0078869
2035,0062737
2036,0109287
2037,0075807
2038,0077305
2040,0065566
2042,0109520
2046,0091059
2050,0080861
2052,0107120
2053,0104437
2054,0097523
2055,0077698
2056,0056095
2057,0057180
2058,0120768
2059,0120783
2061,0119165
2064,0098213
2065,0089853
2066,0039689
2067,0059113
2068,0083922
2073,0089126
2074,0071910
2075,0082736
2077,0089385
2078,0061852
2079,0053994
2080,0048280
2081,0097757
2082,0104868
2083,0104940
2084,0104990
2085,0055254
2086,0089731
2087,0046183
2089,0100477
2090,0076618
2091,0078158
2092,0107952
2094,0102803
2095,0075200
2096,0053285
2097,0086336
2098,0057518
2099,0038969
2100,0088161
2101,0111271
2103,0111359
2104,0084783
2105,0084827
2106,0108265
2109,0079367
2111,0085894
2114,0086066
2115,0087469
2117,0087803
2118,0085407
2119,0091499
2120,0107665
2122,0087050
2124,0101272
2125,0120631
2126,0120832
2127,0128214
2128,0120813
2129,0120056
2132,0061184
2133,0092513
2135,0061584
2136,0057372
2137,0070016
2138,0078480
2139,0084649
2140,0083791
2142,0101329
2144,0088128
2145,0091790
2146,0090060
2147,0090848
2148,0091223
2149,0093220
2150,0080801
2151,0097443
2152,0140796
2153,0118661
2154,0120703
2156,0133413
2158,0116516
2159,0099763
2160,0063522
2161,0088323
2162,0100240
2163,0080391
2164,0094077
2165,0119517
2166,0124595
2168,0120576
2170,0120901
2171,0119778
2173,0095709
2177,0074512
2179,0065112
2180,0061107
2181,0058329
2182,0051207
2184,0048750
2186,0044079
2188,0120577
2190,0123324
2191,0119453
2192,0139564
2193,0096446
2194,0094226
2195,0120654
2196,0120724
2198,0139468
2199,0119892
2201,0039694
2203,0036342
2204,0035279
2207,0031505
2210,0028212
2211,0028231
2212,0025452
2213,0024747
2219,0021165
2222,0018756
2224,0017825
2225,0017843
2226,0018328
2227,0017075
2229,0016230
2231,0128442
2232,0123755
2233,0118980
2234,0165857
2235,0120775
2236,0124879
2237,0119934
2239,0073817
2240,0081207
2241,0085346
2243,0092699
2244,0092537
2247,0095593
2248,0098258
2249,0100212
2250,0100134
2252,0104412
2253,0105629
2254,0082172
2255,0084938
2256,0084472
2257,0087810
2260,0092225
2261,0091680
2262,0090583
2264,0098625
2267,0102469
2269,0107211
2273,0120812
2275,0118736
2277,0120162
2279,0146336
2280,0118863
2282,0126604
2284,0109206
2285,0063850
2286,0080731
2287,0047573
2288,0084787
2289,0105151
2290,0081554
2291,0099487
2293,0144604
2294,0120587
2295,0120823
2296,0120770
2300,0063462
2302,0104952
2303,0073440
2306,0120701
2308,0069966
2309,0141824
2310,0119670
2311,0086837
2312,0090830
2315,0144120
2317,0119534
2320,0118636
2322,0120157
2323,0150230
2324,0118799
2325,0124819
2326,0143874
2327,0100740
2328,0120877
2329,0120586
2331,0120722
2332,0158493
2333,0120684
2335,0120484
2336,0127536
2337,0120879
2338,0130018
2341,0120643
2343,0120767
2345,0090934
2346,0073747
2347,0087932
2348,0091954
2350,0099750
2351,0050783
2353,0120660
2354,0134067
2355,0120623
2356,0120533
2357,0140888
2358,0120070
2360,0154420
2362,0045826
2363,0047034
2364,0087344
2366,0024216
2367,0074751
2369,0089017
2370,0089087
2371,0089155
2373,0089893
2374,0091159
2376,0090264
2377,0089489
2378,0087928
2379,0089822
2381,0093756
2382,0095882
2383,0098105
2384,0120595
2386,0165494
2387,0124198
2391,0120324
2392,0141109
2393,0120844
2394,0120794
2396,0138097
2397,0087688
2399,0089961
2401,0089767
2402,0089880
2405,0089370
2407,0088933
2410,0084602
2413,0088930
2416,0090685
2418,0091653
2420,0087538
2421,0091326
2423,0097958
2424,0128853
2425,0120706
2428,0133751
2429,0120751
2430,0041650
2431,0129290
2432,0120686
2433,0120633
2435,0119336
2436,0120857
2437,0120514
2440,0127722
2441,0120699
2442,0150915
2444,0120391
2445,0132512
2447,0139699
2448,0120458
2449,0093072
2451,0093075
2452,0099636
2453,0090768
2454,0051622
2455,0091064
2457,0091875
2458,0090660
2459,0072271
2460,0092076
2461,0099994
2462,0110978
2463,0091877
2465,0090917
2467,0091605
2468,0091306
2469,0091738
2470,0090555
2471,0092493
2473,0091991
2474,0090863
2475,0090567
2478,0092086
2479,0120683
2480,0119773
2482,0149151
2483,0112922
2486,0138279
2490,0120784
2492,0138987
2493,0128133
2494,0174852
2495,0070544
2497,0139462
2499,0119207
2500,0155776
2501,0132477
2502,0151804
2505,0134273
2506,0123209
2507,0120618
2508,0181322
2509,0119054
2510,0134948
2513,0098084
2515,0106557
2516,0109415
2517,0085333
2521,0071110
2522,0075648
2523,0076636
2524,0072308
2525,0080354
2526,0079550
2527,0070909
2528,0074812
2530,0065462
2531,0069768
2532,0068408
2536,0078740
2537,0078856
2540,0142192
2543,0127288
2544,0157208
2545,0159696
2547,0125778
2548,0144814
2549,0131646
2551,0094964
2552,0107626
2554,0056931
2555,0118665
2556,0120859
2557,0157016
2558,0141098
2560,0129332
2561,0139668
2562,0118682
2564,0116192
2566,0187819
2567,0131369
2568,0120757
2570,0120613
2572,0147800
2573,0120274
2575,0120449
2579,0154506
2580,0139239
2581,0151738
2582,0105399
2586,0119219
2587,0123964
2588,0341315
2589,0143261
2590,0136244
2592,0139394
2593,0110570
2594,0125659
2596,0133189
2597,0120836
2598,0120797
2599,0126886
2600,0120907
2602,0076164
2604,0168950
2605,0137494
2606,0138510
2607,0162973
2608,0120697
2609,0115669
2611,0155388
2612,0037913
2615,0089652
2617,0120616
2618,0118826
2620,0120865
2622,0140379
2623,0160298
2625,0115693
2626,0138414
2628,0120915
2629,0166252
2631,0120680
2634,0053085
2635,0037098
2638,0035096
2640,0078346
2641,0081573
2642,0086393
2643,0094074
2644,0021814
2646,0037793
2647,0036931
2649,0031951
2650,0034786
2651,0035899
2653,0036376
2654,0034398
2655,0089308
2657,0073629
2659,0084156
2661,0045920
2663,0048215
2664,0049366
2666,0049370
2667,0049516
2668,0084745
2669,0053183
2670,0052151
2672,0139809
2674,0126859
2676,0128278
2677,0186508
2678,0126261
2680,0139216
2681,0141105
2682,0164085
2683,0145660
2686,0120802
2688,0144214
2689,0184510
2690,0122541
2691,0120731
2692,0130827
2694,0142342
2695,0139898
2696,0119038
2697,0119743
2699,0099052
2700,0158983
2701,0120891
2702,0162677
2703,0149964
2704,0101318
2706,0163651
2708,0137439
2709,0158811
2710,0185937
2711,0120899
2712,0120663
2713,0139414
2715,0120878
2716,0087332
2717,0097428
2718,0157503
2720,0141369
2722,0149261
2723,0132347
2725,0162830
2726,0049406
2727,0048254
2729,0056193
2731,0053198
2734,0091557
2735,0091129
2736,0090774
2737,0092585
2738,0090886
2739,0088939
2740,0091343
2743,0091613
2747,0054033
2748,0092534
2752,0093690
2753,0092627
2754,0092850
2757,0083967
2758,0089816
2759,0144168
2760,0129111
2761,0129167
2762,0167404
2763,0155267
2764,0063688
2765,0122515
2767,0120709
2768,0120210
2769,0138946
2772,0165710
2773,0176422
2774,0168987
2775,0138487
2777,0015693
2778,0113965
2779,0077663
2783,0059821
2785,0056552
2786,0091178
2787,0088889
2788,0066765
2789,0077394
2790,0082377
2791,0080339
2792,0083530
2793,0118604
2794,0089670
2795,0085995
2797,0094737
2798,0100419
2800,0104740
2802,0096244
2803,0107798
2804,0085334
2805,0130121
2808,0105698
2809,0188863
2810,0156887
2811,0119692
2813,0181833
2814,0052602
2815,0091278
2816,0095382
2818,0113438
2822,0104839
2823,0010726
2826,0120657
2830,0169145
2831,0160216
2832,0144286
2834,0120747
2836,0125971
2838,0125211
2841,0164181
2842,0133412
2843,0118843
2845,0178988
2846,0097050
2847,0031762
2849,0102741
2850,0107895
2855,0086014
2856,0059297
2857,0063823
2858,0169547
2859,0088178
2860,0181316
2863,0058182
2864,0127296
2865,0173390
2866,0077280
2867,0089175
2868,0097390
2869,0111342
2872,0082348
2873,0125879
2874,0050814
2875,0108185
2877,0073812
2878,0082511
2879,0099558
2881,0150377
2882,0120716
2884,0129884
2885,0160338
2886,0159421
2890,0120188
2891,0162360
2892,0133122
2893,0134033
2894,0194314
2895,0068990
2896,0060095
2898,0106664
2899,0031397
2900,0095652
2901,0079714
2902,0086154
2906,0156934
2908,0171804
2910,0168740
2911,0176415
2912,0165854
2914,0143746
2915,0086200
2916,0100802
2917,0082089
2919,0086617
2921,0068699
2922,0061747
2924,0080179
2925,0065571
2926,0095270
2927,0037558
2928,0087980
2929,0082979
2931,0097223
2932,0077405
2933,0057058
2935,0033804
2936,0034240
2937,0035169
2938,0091214
2941,0052225
2944,0061578
2946,0059260
2948,0057076
2949,0055928
2950,0080453
2955,0084485
2956,0094008
2959,0137523
2961,0160916
2962,0119114
2966,0166896
2967,0048977
2968,0081633
2969,0061138
2970,0083946
2971,0078754
2973,0097123
2975,0168501
2979,0172627
2981,0072742
2982,0099710
2986,0100502
2987,0096438
2989,0082398
2991,0070328
2992,0091829
2993,0059800
2996,0166943
2997,0120601
2999,0154827
3000,0119698
3004,0120596
3005,0145681
3007,0181288
3008,0156729
3009,0117365
3010,0200071
3011,0065088
3012,0016630
3014,0082121
3015,0077355
3016,0083767
3017,0092796
3018,0089885
3019,0097240
3021,0082427
3023,0018183
3024,0078087
3025,0062218
3028,0061407
3029,0082817
3030,0055630
3031,0100475
3032,0067525
3033,0094012
3035,0048380
3036,0082484
3037,0065988
3038,0050371
3039,0086465
3040,0079540
3041,0087700
3042,0093516
3043,0104837
3044,0101669
3047,0083911
3048,0083254
3049,0061789
3051,0149691
3052,0120655
3053,0151137
3055,0165773
3057,0118150
3059,0032283
3061,0034862
3062,0056197
3063,0105156
3064,0119908
3068,0084855
3069,0068528
3070,0086856
3071,0094027
3073,0059674
3074,0068762
3075,0059646
3076,0057187
3077,0164312
3079,0178737
3080,0179196
3082,0143145
3083,0185125
3084,0144969
3086,0024852
3087,0096061
3088,0042546
3090,0093509
3091,0080979
3094,0093512
3095,0032551
3097,0033045
3098,0087781
3099,0073692
3100,0105265
3101,0093010
3102,0089360
3103,0100680
3104,0095631
3106,0099291
3107,0101393
3108,0101889
3109,0088007
3110,0087091
3111,0087921
3112,0090556
3115,0155711
3116,0189744
3118,0161023
3119,0067656
3120,0104114
3121,0045877
3122,0033021
3124,0160509
3125,0172396
3126,0048034
3127,0144715
3128,0160513
3129,0158371
3130,0099165
3131,0118780
3133,0015863
3134,0028950
3135,0079239
3138,0096171
3140,0014538
3141,0100828
3142,0096328
3144,0060463
3145,0150216
3146,0205000
3147,0120689
3148,0124315
3151,0020668
3152,0067328
3153,0051337
3155,0166485
3157,0164912
3158,0162866
3159,0120910
3160,0175880
3163,0151568
3164,0064006
3165,0106455
3167,0066892
3168,0064276
3170,0032590
3172,0047630
3173,0146838
3175,0177789
3176,0134119
3177,0195945
3178,0174856
3179,0145653
3180,0196857
3181,0120866
3184,0119699
3185,0120834
3186,0172493
3188,0208261
3189,0156812
3190,0134983
3191,0169156
3192,0169302
3196,0046359
3197,0095897
3198,0070511
3199,0050815
3200,0070290
3201,0065724
3203,0097162
3204,0077269
3206,0086859
3207,0045162
3208,0107659
3210,0083929
3211,0094924
3213,0106364
3215,0075406
3216,0066380
3217,0029606
3218,0102687
3219,0100318
3220,0055230
3221,0083851
3222,0087034
3223,0090366
3224,0058625
3225,0186975
3227,0117131
3229,0044364
3230,0071935
3233,0062281
3234,0078412
3236,0068011
3238,0120662
3239,0141399
3240,0156639
3241,0201840
3242,0126651
3243,0104187
3244,0076095
3245,0058604
3246,0104797
3247,0105417
3248,0108147
3252,0105323
3253,0105793
3254,0108525
3255,0104694
3256,0105112
3257,0103855
3258,0104070
3259,0104231
3260,0104454
3261,0105415
3262,0105665
3264,0103893
3268,0105477
3270,0104040
3271,0105046
3272,0103759
3274,0105414
3275,0144117
3276,0171356
3278,0192069
3281,0144801
3284,0067848
3285,0163978
3287,0220099
3289,0209189
3291,0217107
3293,0118882
3295,0107920
3296,0062376
3297,0020594
